Altitude_km,Mach_0.053,Mach_0.054,Mach_0.055,Mach_0.056,Mach_0.057,Mach_0.058,Mach_0.059,Mach_0.060,Mach_0.061,Mach_0.062,Mach_0.063,Mach_0.064,Mach_0.065,Mach_0.066,Mach_0.067,Mach_0.068,Mach_0.069,Mach_0.070,Mach_0.071,Mach_0.072,Mach_0.073,Mach_0.074,Mach_0.075,Mach_0.076,Mach_0.077,Mach_0.078,Mach_0.079,Mach_0.080,Mach_0.081,Mach_0.082,Mach_0.083,Mach_0.084,Mach_0.085,Mach_0.086,Mach_0.087,Mach_0.088,Mach_0.089,Mach_0.090,Mach_0.091,Mach_0.092,Mach_0.093,Mach_0.094,Mach_0.095,Mach_0.096,Mach_0.097,Mach_0.098,Mach_0.099,Mach_0.100,Mach_0.101,Mach_0.102,Mach_0.103,Mach_0.104,Mach_0.105,Mach_0.106,Mach_0.107,Mach_0.108,Mach_0.109,Mach_0.110,Mach_0.111,Mach_0.112,Mach_0.113,Mach_0.114,Mach_0.115,Mach_0.116,Mach_0.117,Mach_0.118,Mach_0.119,Mach_0.120,Mach_0.121,Mach_0.122,Mach_0.123,Mach_0.124,Mach_0.125,Mach_0.126,Mach_0.127,Mach_0.128,Mach_0.129,Mach_0.130,Mach_0.131,Mach_0.132,Mach_0.133,Mach_0.134,Mach_0.135
4.800000000000001,,,,,,,,,,,,,,,,,,,,,1247.2541431973173,1244.2362872901158,1241.8291988114129,1240.024912057364,1238.808396198412,1238.1681238365225,1238.0911266782566,1238.577911634419,1239.6127838731645,1241.1841184828952,1243.2980149830146,1245.9315466111052,1249.0887058842359,1252.7547129272036,1256.9315579551512,1261.607801519552,1266.7799127105782,1272.4436777654787,1278.5909314818696,1285.220372491016,1292.3267340709942,1299.9075460496297,1307.9545087935937,1316.4652939616037,1325.439254276977,1334.870867815496,1344.7570581949742,1355.0947851361864,1366.6636769100191,1378.7249882222259,1391.278260986264,1404.3222713760892,1417.8564129365066,1431.8794721309976,1446.3911284125518,1461.3904284695186,1476.8761234234519,1492.849731150222,1509.3112123649107,1526.2606032441327,1543.6934797798287,1561.6137809867034,1580.0223245407435,1598.9139567465031,1618.2958178230783,1638.1706085748112,1658.524826021893,1679.3773646149755,1700.7138790577512,1722.5368359054646,1744.849987940547,1767.6585615575648,1790.9559693883482,1814.7482201459998,1839.0278683896122,1863.8020074250787,1889.0799063117327,1914.8548206382131,1941.1183163643022,1967.8808332392953,1995.155595783495,2022.9128651578264,2051.1891110418746
4.9,,,,,,,,,,,,,,,,,,,,,1255.835495391504,1252.518457092111,1249.8182748915785,1247.7116891993467,1246.1995768899892,1245.2603356646086,1244.8863341166796,1245.078342408658,1245.8109411188684,1247.0920827029508,1248.9041258639666,1251.238421097541,1254.0945777255497,1257.4621494186135,1261.3346526960738,1265.705089187294,1270.5739539803023,1275.929161393228,1281.7700501068246,1288.0881202557641,1294.8817425422178,1302.145493211183,1309.8740857767052,1318.0675455667304,1326.72001445043,1335.8282714864397,1345.3872389051032,1355.39573645366,1366.6262006636687,1378.3464042318437,1390.5555104659986,1403.2518622756875,1416.4345629280513,1430.1028832887705,1444.2568292808664,1458.8943761565324,1474.0156655338335,1489.6198278457414,1505.7058700936072,1522.2764426569704,1539.327990580501,1556.864566671786,1574.8820608911715,1593.3804243137954,1612.3667919948284,1631.829560760739,1651.784681343143,1672.219560431497,1693.1358960326054,1714.5364771907937,1736.4253565821953,1758.8080341439618,1781.66600534925,1805.0165938721823,1828.8532291493464,1853.1832019455005,1877.9993331462367,1903.3103346378116,1929.1086458289356,1955.4047764548066,1982.1910487094754,2009.4801911363984,2037.2414344823733
5.0,,,,,,,,,,,,,,,,,,,,,,1261.0099938793164,1258.0094607671658,1255.6088656848117,1253.7938173809637,1252.5585448514196,1251.8904093322342,1251.780444854735,1252.2232820804215,1253.2024341714657,1254.715174452853,1256.7481311174236,1259.3057944920329,1262.3686366515467,1265.939289906072,1270.0104493125423,1274.5703799860557,1279.6193412389823,1285.1526611803642,1291.161688900021,1297.6415346697463,1304.5934362716516,1312.0083824249416,1319.8811275495,1328.214129946208,1336.9989155406256,1346.232595473777,1355.9122436270438,1366.8074263890412,1378.1881246725447,1390.0541349790524,1402.4042175633545,1415.2376154257095,1428.5529505296277,1442.34958190963,1456.6278236338264,1471.3839498734155,1486.6217850965163,1502.3367476596636,1518.5334838892984,1535.2054828968794,1552.3552783683087,1569.9878619137442,1588.094255000739,1606.6859697498273,1625.7458743165546,1645.2949112686579,1665.3218170343964,1685.8196979857878,1706.808921558862,1728.275120938606,1750.2216876156895,1772.6534520681387,1795.5638307368686,1818.958419164075,1842.8446785543304,1867.2004700144637,1892.0485196960326,1917.382097534573,1943.211758673171,1969.530691880224,1996.3304817004998,2023.6233546385254
5.1000000000000005,,,,,,,,,,,,,,,,,,,,,,1269.7161356624117,1266.4131497413973,1263.7112212533284,1261.6014872642745,1260.0679855033486,1259.103556586263,1258.6943478751355,1258.835369711653,1259.5201856288227,1260.7314225701284,1262.4703435495394,1264.7227228679471,1267.4877232026079,1270.7588162542368,1274.5202688078,1278.777618362596,1283.5225232936582,1288.7465543427797,1294.4450754206564,1300.6165836206724,1307.2521605047918,1314.352815686116,1321.909603559288,1329.922578857764,1338.3834638343296,1347.2940218824465,1356.6484100902726,1367.2072638708269,1378.2494773121675,1389.7753852448147,1401.7811042103472,1414.266592812421,1427.2309639697216,1440.6731444805216,1454.5926536973636,1468.9886736153971,1483.8601124062047,1499.2056743641797,1515.0268832339084,1531.3238286097906,1548.0927674051213,1565.3416923122898,1583.0577528624087,1601.2502586139326,1619.921131130695,1639.0659991643793,1658.6864043698079,1678.7763471750643,1699.3463085973906,1720.3909967859247,1741.9140905109048,1763.9091368261952,1786.3926804006433,1809.346597216376,1832.7758690418389,1856.702438679436,1881.0899138954628,1905.9777589435967,1931.3253470668194,1957.177895867545,1983.4905430434644,2010.3149335696276
5.2,,,,,,,,,,,,,,,,,,,,,,,1275.0292934197819,1272.0292161026932,1269.6174126360943,1267.7887662665048,1266.5258709560114,1265.8203122933514,1265.6622300286847,1266.0455328906892,1266.9579212936453,1268.395978688369,1270.3503202454863,1272.815493634137,1275.7806550111732,1279.2434761188451,1283.1963791459175,1287.6355467835565,1292.5525116509439,1297.9426501058006,1303.800970587736,1310.1256708026096,1316.9109366089579,1324.1510623098561,1331.8461521024717,1339.987419301517,1348.5744775697945,1357.6037856741125,1367.829664336127,1378.5347655681949,1389.7202927986373,1401.383084682739,1413.5230687536503,1426.1379824526734,1439.2276137036295,1452.7904811642545,1466.8262694765847,1481.3344231754575,1496.314202736692,1511.7647593468234,1527.6852162866442,1544.0783770474616,1560.941051143193,1578.2729010801654,1596.073959268394,1614.3506821893086,1633.0929672330333,1652.30801951355,1671.9906900578655,1692.1512914408988,1712.7760212986934,1733.8767388264976,1755.4478390835461,1777.4937537797296,1800.0205059651216,1823.008959846147,1846.4778613081062,1870.4209200208284,1894.846512686511,1919.74802484682,1945.117245434227,1970.983071046306,1997.319967379704
5.300000000000001,,,,,,,,,,,,,,,,,,,,,,,1283.8631446571276,1280.5628524473568,1277.8521188109544,1275.7208921881697,1274.1573433397214,1273.1532952467494,1272.6990522846472,1272.7836154827646,1273.3999000872575,1274.5396732070894,1276.1937535738653,1278.3569291191222,1281.0184649392745,1284.180739139319,1287.8272180883437,1291.9588302692555,1296.5711526759906,1301.6513623447331,1307.2023708141244,1313.21484356103,1319.6867387106145,1326.612164089753,1333.9883734344778,1341.8121502582433,1350.077475471813,1358.7812857480105,1368.6743211294981,1379.044269398162,1389.8909781526431,1401.2124587632377,1413.0078738998006,1425.2753906031126,1438.0138831832155,1451.222665498152,1464.900213823471,1479.0466784899313,1493.6618406987325,1508.7431413884653,1524.2915313787103,1540.3099426670256,1556.7922728301842,1573.7370564952137,1591.1528567197734,1609.0368833613293,1627.378518756684,1646.1964875689307,1665.4736229252271,1685.218055585781,1705.4328416375047,1726.1126693320368,1747.2711680287914,1768.882035630974,1790.9705459902443,1813.5318080646978,1836.5593610502096,1860.0596802056166,1884.0257360313453,1908.4653616691278,1933.3711765418518,1958.7712701162925,1984.6221475011632
5.4,,,,,,,,,,,,,,,,,,,,,,,,1289.317444671017,1286.3056591963523,1283.8749517558847,1282.008460300078,1280.7089007966422,1279.9510361311325,1279.7397293591312,1280.052649826306,1280.8920130804681,1282.2486197681537,1284.1076589515553,1286.4728571670869,1289.3280120130446,1292.6749820637474,1296.501258584068,1300.802942096481,1305.5795221431163,1310.8178300750944,1316.5203798401799,1322.6811473715975,1329.2907884537963,1336.3501683904617,1343.855963702588,1351.7991959213366,1360.1820237838515,1369.742003937712,1379.779001813059,1390.2887226862215,1401.2707844950733,1412.7231262257592,1424.644814114822,1437.034093683856,1449.8901082828972,1463.2118921718397,1476.9995851805431,1491.250590716857,1505.966268235683,1521.1443706316554,1536.786519168596,1552.8896630534668,1569.456730670177,1586.484169513739,1603.976708473503,1621.9306489372225,1640.346809031848,1659.2198218953167,1678.565260928423,1698.3637335076455,1718.6335190338084,1739.3609198533877,1760.5485998318409,1782.2119015112967,1804.3346104338893,1826.921571576157,1849.9794038415375,1873.5019174402148,1897.4813467820604,1921.9416837736358,1946.8600903212641,1972.2643910756685
5.5,,,,,,,,,,,,,,,,,,,,,,,,1298.2874822131516,1294.9779856731366,1292.2456598407612,1290.0793333129143,1288.4767974651836,1287.423518001616,1286.9089366505184,1286.926420654472,1287.4630349723016,1288.5199857797072,1290.077446731259,1292.1395292495422,1294.6946989044993,1297.7357013821966,1301.2591995158102,1305.2567426191563,1309.7238757019481,1314.6556183190737,1320.0466129624049,1325.894906763865,1332.1908850460277,1338.9355046817602,1346.12233534519,1353.74815994805,1361.806908520304,1371.037876680448,1380.7417884316214,1390.9163154324272,1401.5593804046264,1412.6704290728494,1424.24738680235,1436.2892853821927,1448.7945117800098,1461.7624414538195,1475.1922043703075,1489.0821682851245,1503.4335922630275,1518.2430160882323,1533.5133335561375,1549.242316222119,1565.4294769712617,1582.0745842512276,1599.1777670716654,1616.7396273358322,1634.7613598310063,1653.2384509792953,1672.1717266928756,1691.5706194174004,1711.4230118031635,1731.730657370215,1752.5063999324882,1773.7354439052274,1795.4212503347371,1817.5811460678965,1840.1980803584865,1863.2640888693709,1886.7994838154161,1910.8144411475491,1935.270840849152,1960.2106810104808
5.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,1303.8689532444425,1300.8383097034575,1298.3753665770064,1296.4675292803058,1295.1166511145361,1294.301682377889,1294.0163289444572,1294.2581252617003,1295.0080702028458,1296.2666933148346,1298.0282523373496,1300.2813184686363,1303.01877451734,1306.2374721900842,1309.9290057679452,1314.089015777643,1318.7125702780222,1323.7943070666813,1329.32858844331,1335.3132438388056,1341.745401740767,1348.615218319015,1355.919972195519,1363.659384262307,1372.5609850267385,1381.9338339029664,1391.7732896523648,1402.080982250678,1412.851139974508,1424.0850323930376,1435.781307754322,1447.937316813401,1460.5526662690493,1473.6265923361555,1487.1580155938675,1501.1468656526245,1515.59123746977,1530.491712524607,1545.8454619336687,1561.6541150893229,1577.9215193844425,1594.6372262898592,1611.8132465691583,1629.4368214634649,1647.518548205456,1666.054871851486,1685.040612440694,1704.4846998177543,1724.3826335836584,1744.7376491823152,1765.5442081511853,1786.8060186528505,1808.5282998376376,1830.7054662396963,1853.3437504247754,1876.4370637791562,1899.977788030167,1923.9889274325212,1948.46543683064
5.7,,,,,,,,,,,,,,,,,,,,,,,,,1312.989345055575,1309.652801763476,1306.891158257194,1304.6865595353092,1303.0304744197574,1301.9128585973024,1301.3328616960741,1301.2672682699676,1301.7231879399303,1302.6806914962228,1304.13947607634,1306.0882435581543,1308.5200396381874,1311.4365451564838,1314.8200768128897,1318.675487079943,1322.9932842672542,1327.7640543484615,1332.9903812719867,1338.6621922206295,1344.7771561478582,1351.332343686422,1358.321190168766,1365.7405005817388,1374.3147385654465,1383.3561261026246,1392.8645563006908,1402.8352434786898,1413.267944202599,1424.1591493316846,1435.5109171864262,1447.319715324834,1459.584422672146,1472.3045183976503,1485.47877143279,1499.1066084919817,1513.187062476679,1527.7190663257254,1542.7038186548143,1558.1389654667375,1574.023682432626,1590.3611897438384,1607.144202832729,1624.3811325473744,1642.0690463518658,1660.2034073627203,1678.7914558016737,1697.8291042001238,1717.310668816482,1737.255102271053,1757.6408172962333,1778.47981272649,1799.7664618917693,1821.517256070913,1843.7156859003633,1866.35393777743,1889.4658398629872,1913.0178020462513,1937.0325536613166
