Altitude_km,Mach_min,CL_max,V_min_ms
6.30369,0.2178,1.33552,68.65
6.31015,0.2179,1.33548,68.67
6.3166,0.218,1.33545,68.7
6.32305,0.2181,1.33542,68.72
6.3295,0.2182,1.33538,68.75
6.33595,0.2183,1.33535,68.77
6.34239,0.2184,1.33532,68.8
6.34882,0.2185,1.33528,68.83
6.35525,0.2186,1.33525,68.85
6.36168,0.2187,1.33521,68.88
6.3681,0.2188,1.33518,68.9
6.37452,0.2189,1.33515,68.93
6.38094,0.219,1.33511,68.95
6.38735,0.2191,1.33508,68.98
6.39375,0.2192,1.33505,69.01
6.40016,0.2193,1.33501,69.03
6.40655,0.2194,1.33498,69.06
6.41295,0.2195,1.33495,69.08
6.41934,0.2196,1.33491,69.11
6.42573,0.2197,1.33488,69.13
6.43211,0.2198,1.33485,69.16
6.43849,0.2199,1.33481,69.18
6.44486,0.22,1.33478,69.21
6.45123,0.2201,1.33475,69.24
6.4576,0.2202,1.33471,69.26
6.46396,0.2203,1.33468,69.29
6.47032,0.2204,1.33465,69.31
6.47667,0.2205,1.33461,69.34
6.48302,0.2206,1.33458,69.36
6.48937,0.2207,1.33455,69.39
6.49571,0.2208,1.33451,69.42
6.50205,0.2209,1.33448,69.44
6.50838,0.221,1.33445,69.47
6.51471,0.2211,1.33441,69.49
6.52103,0.2212,1.33438,69.52
6.52736,0.2213,1.33435,69.54
6.53367,0.2214,1.33431,69.57
6.53999,0.2215,1.33428,69.59
6.5463,0.2216,1.33424,69.62
6.5526,0.2217,1.33421,69.65
6.55891,0.2218,1.33418,69.67
6.5652,0.2219,1.33414,69.7
6.5715,0.222,1.33411,69.72
6.57779,0.2221,1.33408,69.75
6.58407,0.2222,1.33404,69.77
6.59035,0.2223,1.33401,69.8
6.59663,0.2224,1.33398,69.83
6.60291,0.2225,1.33394,69.85
6.60918,0.2226,1.33391,69.88
6.61544,0.2227,1.33388,69.9
6.62171,0.2228,1.33384,69.93
6.62796,0.2229,1.33381,69.95
6.63422,0.223,1.33378,69.98
6.64047,0.2231,1.33374,70.0
6.64671,0.2232,1.33371,70.03
6.65296,0.2233,1.33368,70.06
6.6592,0.2234,1.33364,70.08
6.66543,0.2235,1.33361,70.11
6.67166,0.2236,1.33358,70.13
6.67789,0.2237,1.33354,70.16
6.68411,0.2238,1.33351,70.18
6.69033,0.2239,1.33348,70.21
6.69655,0.224,1.33344,70.23
6.70276,0.2241,1.33341,70.26
6.70896,0.2242,1.33338,70.29
6.71517,0.2243,1.33334,70.31
6.72137,0.2244,1.33331,70.34
6.72756,0.2245,1.33327,70.36
6.73376,0.2246,1.33324,70.39
6.73994,0.2247,1.33321,70.41
6.74613,0.2248,1.33317,70.44
6.75231,0.2249,1.33314,70.46
6.75849,0.225,1.33311,70.49
6.76466,0.2251,1.33307,70.52
6.77083,0.2252,1.33304,70.54
6.77699,0.2253,1.33301,70.57
6.78315,0.2254,1.33297,70.59
6.78931,0.2255,1.33294,70.62
6.79547,0.2256,1.33291,70.64
6.80161,0.2257,1.33287,70.67
6.80776,0.2258,1.33284,70.69
6.8139,0.2259,1.33281,70.72
6.82004,0.226,1.33277,70.74
6.82618,0.2261,1.33274,70.77
6.83231,0.2262,1.33271,70.8
6.83843,0.2263,1.33267,70.82
6.84456,0.2264,1.33264,70.85
6.85068,0.2265,1.33261,70.87
6.85679,0.2266,1.33257,70.9
6.8629,0.2267,1.33254,70.92
6.86901,0.2268,1.33251,70.95
6.87512,0.2269,1.33247,70.97
6.88122,0.227,1.33244,71.0
6.88731,0.2271,1.33241,71.03
6.89341,0.2272,1.33237,71.05
6.8995,0.2273,1.33234,71.08
6.90558,0.2274,1.3323,71.1
6.91166,0.2275,1.33227,71.13
6.91774,0.2276,1.33224,71.15
6.92382,0.2277,1.3322,71.18
6.92989,0.2278,1.33217,71.2
6.93595,0.2279,1.33214,71.23
6.94202,0.228,1.3321,71.25
6.94807,0.2281,1.33207,71.28
6.95413,0.2282,1.33204,71.31
6.96018,0.2283,1.332,71.33
6.96623,0.2284,1.33197,71.36
6.97227,0.2285,1.33194,71.38
6.97832,0.2286,1.3319,71.41
6.98435,0.2287,1.33187,71.43
6.99039,0.2288,1.33184,71.46
6.99642,0.2289,1.3318,71.48
7.00244,0.229,1.33177,71.51
7.00846,0.2291,1.33174,71.54
7.01448,0.2292,1.3317,71.56
7.0205,0.2293,1.33167,71.59
7.02651,0.2294,1.33164,71.61
7.03252,0.2295,1.3316,71.64
7.03852,0.2296,1.33157,71.66
7.04452,0.2297,1.33154,71.69
7.05052,0.2298,1.3315,71.71
7.05651,0.2299,1.33147,71.74
7.0625,0.23,1.33144,71.76
7.06849,0.2301,1.3314,71.79
7.07447,0.2302,1.33137,71.81
7.08045,0.2303,1.33133,71.84
7.08642,0.2304,1.3313,71.87
7.09239,0.2305,1.33127,71.89
7.09836,0.2306,1.33123,71.92
7.10432,0.2307,1.3312,71.94
7.11028,0.2308,1.33117,71.97
7.11624,0.2309,1.33113,71.99
7.12219,0.231,1.3311,72.02
7.12814,0.2311,1.33107,72.04
7.13409,0.2312,1.33103,72.07
7.14003,0.2313,1.331,72.09
7.14597,0.2314,1.33097,72.12
7.1519,0.2315,1.33093,72.15
7.15784,0.2316,1.3309,72.17
7.16376,0.2317,1.33087,72.2
7.16969,0.2318,1.33083,72.22
7.17561,0.2319,1.3308,72.25
7.18153,0.232,1.33077,72.27
7.18744,0.2321,1.33073,72.3
7.19335,0.2322,1.3307,72.32
7.19926,0.2323,1.33067,72.35
7.20516,0.2324,1.33063,72.37
7.21106,0.2325,1.3306,72.4
7.21695,0.2326,1.33057,72.42
7.22285,0.2327,1.33053,72.45
7.22873,0.2328,1.3305,72.48
7.23462,0.2329,1.33046,72.5
7.2405,0.233,1.33043,72.53
7.24638,0.2331,1.3304,72.55
7.25225,0.2332,1.33036,72.58
7.25812,0.2333,1.33033,72.6
7.26399,0.2334,1.3303,72.63
7.26986,0.2335,1.33026,72.65
7.27572,0.2336,1.33023,72.68
7.28157,0.2337,1.3302,72.7
7.28743,0.2338,1.33016,72.73
7.29328,0.2339,1.33013,72.75
7.29912,0.234,1.3301,72.78
7.30496,0.2341,1.33006,72.81
7.3108,0.2342,1.33003,72.83
7.31664,0.2343,1.33,72.86
7.32247,0.2344,1.32996,72.88
7.3283,0.2345,1.32993,72.91
7.33413,0.2346,1.3299,72.93
7.33995,0.2347,1.32986,72.96
7.34577,0.2348,1.32983,72.98
7.35158,0.2349,1.3298,73.01
7.35739,0.235,1.32976,73.03
7.3632,0.2351,1.32973,73.06
7.36901,0.2352,1.3297,73.08
7.37481,0.2353,1.32966,73.11
7.3806,0.2354,1.32963,73.13
7.3864,0.2355,1.3296,73.16
7.39219,0.2356,1.32956,73.19
7.39798,0.2357,1.32953,73.21
7.40376,0.2358,1.32949,73.24
7.40954,0.2359,1.32946,73.26
7.41532,0.236,1.32943,73.29
7.42109,0.2361,1.32939,73.31
7.42686,0.2362,1.32936,73.34
7.43263,0.2363,1.32933,73.36
7.43839,0.2364,1.32929,73.39
7.44415,0.2365,1.32926,73.41
7.44991,0.2366,1.32923,73.44
7.45566,0.2367,1.32919,73.46
7.46141,0.2368,1.32916,73.49
7.46716,0.2369,1.32913,73.51
7.4729,0.237,1.32909,73.54
7.47864,0.2371,1.32906,73.57
7.48438,0.2372,1.32903,73.59
7.49011,0.2373,1.32899,73.62
7.49584,0.2374,1.32896,73.64
7.50156,0.2375,1.32893,73.67
7.50729,0.2376,1.32889,73.69
7.51301,0.2377,1.32886,73.72
7.51872,0.2378,1.32883,73.74
7.52443,0.2379,1.32879,73.77
7.53014,0.238,1.32876,73.79
7.53585,0.2381,1.32873,73.82
7.54155,0.2382,1.32869,73.84
7.54725,0.2383,1.32866,73.87
7.55294,0.2384,1.32863,73.89
7.55864,0.2385,1.32859,73.92
7.56433,0.2386,1.32856,73.94
7.57001,0.2387,1.32852,73.97
7.57569,0.2388,1.32849,73.99
7.58137,0.2389,1.32846,74.02
7.58705,0.239,1.32842,74.05
7.59272,0.2391,1.32839,74.07
7.59839,0.2392,1.32836,74.1
7.60406,0.2393,1.32832,74.12
7.60972,0.2394,1.32829,74.15
7.61538,0.2395,1.32826,74.17
7.62103,0.2396,1.32822,74.2
7.62668,0.2397,1.32819,74.22
7.63233,0.2398,1.32816,74.25
7.63798,0.2399,1.32812,74.27
7.64362,0.24,1.32809,74.3
7.64926,0.2401,1.32806,74.32
7.6549,0.2402,1.32802,74.35
7.66053,0.2403,1.32799,74.37
7.66616,0.2404,1.32796,74.4
7.67178,0.2405,1.32792,74.42
7.67741,0.2406,1.32789,74.45
7.68303,0.2407,1.32786,74.47
7.68864,0.2408,1.32782,74.5
7.69426,0.2409,1.32779,74.53
7.69987,0.241,1.32776,74.55
7.70547,0.2411,1.32772,74.58
7.71107,0.2412,1.32769,74.6
7.71667,0.2413,1.32766,74.63
7.72227,0.2414,1.32762,74.65
7.72786,0.2415,1.32759,74.68
7.73345,0.2416,1.32755,74.7
7.73904,0.2417,1.32752,74.73
7.74463,0.2418,1.32749,74.75
7.75021,0.2419,1.32745,74.78
7.75578,0.242,1.32742,74.8
7.76136,0.2421,1.32739,74.83
7.76693,0.2422,1.32735,74.85
7.7725,0.2423,1.32732,74.88
7.77806,0.2424,1.32729,74.9
7.78362,0.2425,1.32725,74.93
7.78918,0.2426,1.32722,74.95
7.79473,0.2427,1.32719,74.98
7.80028,0.2428,1.32715,75.0
7.80583,0.2429,1.32712,75.03
7.81138,0.243,1.32709,75.05
7.81692,0.2431,1.32705,75.08
7.82246,0.2432,1.32702,75.1
7.82799,0.2433,1.32699,75.13
7.83353,0.2434,1.32695,75.16
7.83905,0.2435,1.32692,75.18
7.84458,0.2436,1.32689,75.21
7.8501,0.2437,1.32685,75.23
7.85562,0.2438,1.32682,75.26
7.86114,0.2439,1.32679,75.28
7.86665,0.244,1.32675,75.31
7.87216,0.2441,1.32672,75.33
7.87767,0.2442,1.32669,75.36
7.88317,0.2443,1.32665,75.38
7.88867,0.2444,1.32662,75.41
7.89417,0.2445,1.32658,75.43
7.89966,0.2446,1.32655,75.46
7.90516,0.2447,1.32652,75.48
7.91064,0.2448,1.32648,75.51
7.91613,0.2449,1.32645,75.53
7.92161,0.245,1.32642,75.56
7.92709,0.2451,1.32638,75.58
7.93256,0.2452,1.32635,75.61
7.93804,0.2453,1.32632,75.63
7.9435,0.2454,1.32628,75.66
7.94897,0.2455,1.32625,75.68
7.95443,0.2456,1.32622,75.71
7.95989,0.2457,1.32618,75.73
7.96535,0.2458,1.32615,75.76
7.9708,0.2459,1.32612,75.78
7.97625,0.246,1.32608,75.81
7.9817,0.2461,1.32605,75.83
7.98714,0.2462,1.32602,75.86
7.99259,0.2463,1.32598,75.88
7.99802,0.2464,1.32595,75.91
8.00346,0.2465,1.32592,75.94
8.00889,0.2466,1.32588,75.96
8.01432,0.2467,1.32585,75.99
8.01974,0.2468,1.32582,76.01
8.02517,0.2469,1.32578,76.04
8.03059,0.247,1.32575,76.06
8.036,0.2471,1.32572,76.09
8.04142,0.2472,1.32568,76.11
8.04683,0.2473,1.32565,76.14
8.05223,0.2474,1.32561,76.16
8.05764,0.2475,1.32558,76.19
8.06304,0.2476,1.32555,76.21
8.06844,0.2477,1.32551,76.24
8.07383,0.2478,1.32548,76.26
8.07922,0.2479,1.32545,76.29
8.08461,0.248,1.32541,76.31
8.09,0.2481,1.32538,76.34
8.09538,0.2482,1.32535,76.36
8.10076,0.2483,1.32531,76.39
8.10614,0.2484,1.32528,76.41
8.11151,0.2485,1.32525,76.44
8.11688,0.2486,1.32521,76.46
8.12225,0.2487,1.32518,76.49
8.12761,0.2488,1.32515,76.51
8.13297,0.2489,1.32511,76.54
8.13833,0.249,1.32508,76.56
8.14369,0.2491,1.32505,76.59
8.14904,0.2492,1.32501,76.61
8.15439,0.2493,1.32498,76.64
8.15974,0.2494,1.32495,76.66
8.16508,0.2495,1.32491,76.69
8.17042,0.2496,1.32488,76.71
8.17576,0.2497,1.32485,76.74
8.18109,0.2498,1.32481,76.76
8.18642,0.2499,1.32478,76.79
8.19175,0.25,1.32475,76.81
8.19708,0.2501,1.32471,76.84
8.2024,0.2502,1.32468,76.86
8.20772,0.2503,1.32464,76.89
8.21304,0.2504,1.32461,76.91
8.21835,0.2505,1.32458,76.94
8.22366,0.2506,1.32454,76.96
8.22897,0.2507,1.32451,76.99
8.23427,0.2508,1.32448,77.01
8.23957,0.2509,1.32444,77.04
8.24487,0.251,1.32441,77.06
8.25017,0.2511,1.32438,77.09
8.25546,0.2512,1.32434,77.11
8.26075,0.2513,1.32431,77.14
8.26604,0.2514,1.32428,77.16
8.27132,0.2515,1.32424,77.19
8.2766,0.2516,1.32421,77.21
8.28188,0.2517,1.32418,77.24
8.28715,0.2518,1.32414,77.26
8.29243,0.2519,1.32411,77.29
8.2977,0.252,1.32408,77.31
8.30296,0.2521,1.32404,77.34
8.30823,0.2522,1.32401,77.36
8.31349,0.2523,1.32398,77.39
8.31874,0.2524,1.32394,77.41
8.324,0.2525,1.32391,77.44
8.32925,0.2526,1.32388,77.46
8.3345,0.2527,1.32384,77.49
8.33974,0.2528,1.32381,77.51
8.34499,0.2529,1.32377,77.54
8.35023,0.253,1.32374,77.56
8.35546,0.2531,1.32371,77.59
8.3607,0.2532,1.32367,77.61
8.36593,0.2533,1.32364,77.64
8.37116,0.2534,1.32361,77.66
8.37638,0.2535,1.32357,77.69
8.3816,0.2536,1.32354,77.71
8.38682,0.2537,1.32351,77.74
8.39204,0.2538,1.32347,77.76
8.39725,0.2539,1.32344,77.79
8.40247,0.254,1.32341,77.81
8.40767,0.2541,1.32337,77.84
8.41288,0.2542,1.32334,77.86
8.41808,0.2543,1.32331,77.89
8.42328,0.2544,1.32327,77.91
8.42848,0.2545,1.32324,77.94
8.43367,0.2546,1.32321,77.96
8.43886,0.2547,1.32317,77.99
8.44405,0.2548,1.32314,78.01
8.44924,0.2549,1.32311,78.04
8.45442,0.255,1.32307,78.06
8.4596,0.2551,1.32304,78.09
8.46477,0.2552,1.32301,78.11
8.46995,0.2553,1.32297,78.14
8.47512,0.2554,1.32294,78.16
8.48029,0.2555,1.32291,78.19
8.48545,0.2556,1.32287,78.21
8.49061,0.2557,1.32284,78.24
8.49577,0.2558,1.3228,78.26
8.50093,0.2559,1.32277,78.29
8.50608,0.256,1.32274,78.31
8.51124,0.2561,1.3227,78.34
8.51638,0.2562,1.32267,78.36
8.52153,0.2563,1.32264,78.39
8.52667,0.2564,1.3226,78.41
8.53181,0.2565,1.32257,78.44
8.53695,0.2566,1.32254,78.46
8.54208,0.2567,1.3225,78.49
8.54721,0.2568,1.32247,78.51
8.55234,0.2569,1.32244,78.54
8.55747,0.257,1.3224,78.56
8.56259,0.2571,1.32237,78.59
8.56771,0.2572,1.32234,78.61
8.57283,0.2573,1.3223,78.64
8.57794,0.2574,1.32227,78.66
8.58306,0.2575,1.32224,78.69
8.58816,0.2576,1.3222,78.71
8.59327,0.2577,1.32217,78.74
8.59837,0.2578,1.32214,78.76
8.60348,0.2579,1.3221,78.79
8.60857,0.258,1.32207,78.81
8.61367,0.2581,1.32204,78.84
8.61876,0.2582,1.322,78.86
8.62385,0.2583,1.32197,78.89
8.62894,0.2584,1.32194,78.91
8.63402,0.2585,1.3219,78.94
8.6391,0.2586,1.32187,78.96
8.64418,0.2587,1.32183,78.99
8.64926,0.2588,1.3218,79.01
8.65433,0.2589,1.32177,79.04
8.6594,0.259,1.32173,79.06
8.66447,0.2591,1.3217,79.09
8.66953,0.2592,1.32167,79.11
8.67459,0.2593,1.32163,79.14
8.67965,0.2594,1.3216,79.16
8.68471,0.2595,1.32157,79.19
8.68976,0.2596,1.32153,79.21
8.69482,0.2597,1.3215,79.24
8.69986,0.2598,1.32147,79.26
8.70491,0.2599,1.32143,79.29
8.70995,0.26,1.3214,79.31
8.71499,0.2601,1.32137,79.34
8.72003,0.2602,1.32133,79.36
8.72506,0.2603,1.3213,79.39
8.7301,0.2604,1.32127,79.41
8.73513,0.2605,1.32123,79.44
8.74015,0.2606,1.3212,79.46
8.74518,0.2607,1.32117,79.49
8.7502,0.2608,1.32113,79.51
8.75522,0.2609,1.3211,79.54
8.76023,0.261,1.32107,79.56
8.76525,0.2611,1.32103,79.58
8.77026,0.2612,1.321,79.61
8.77526,0.2613,1.32097,79.63
8.78027,0.2614,1.32093,79.66
8.78527,0.2615,1.3209,79.68
8.79027,0.2616,1.32086,79.71
8.79527,0.2617,1.32083,79.73
8.80026,0.2618,1.3208,79.76
8.80525,0.2619,1.32076,79.78
8.81024,0.262,1.32073,79.81
8.81523,0.2621,1.3207,79.83
8.82021,0.2622,1.32066,79.86
8.82519,0.2623,1.32063,79.88
8.83017,0.2624,1.3206,79.91
8.83515,0.2625,1.32056,79.93
8.84012,0.2626,1.32053,79.96
8.84509,0.2627,1.3205,79.98
8.85006,0.2628,1.32046,80.01
8.85502,0.2629,1.32043,80.03
8.85998,0.263,1.3204,80.06
8.86494,0.2631,1.32036,80.08
8.8699,0.2632,1.32033,80.11
8.87486,0.2633,1.3203,80.13
8.87981,0.2634,1.32026,80.16
8.88476,0.2635,1.32023,80.18
8.8897,0.2636,1.3202,80.21
8.89465,0.2637,1.32016,80.23
8.89959,0.2638,1.32013,80.26
8.90453,0.2639,1.3201,80.28
8.90946,0.264,1.32006,80.31
8.9144,0.2641,1.32003,80.33
8.91933,0.2642,1.32,80.36
8.92425,0.2643,1.31996,80.38
8.92918,0.2644,1.31993,80.4
8.9341,0.2645,1.31989,80.43
8.93902,0.2646,1.31986,80.45
8.94394,0.2647,1.31983,80.48
8.94886,0.2648,1.31979,80.5
8.95377,0.2649,1.31976,80.53
8.95868,0.265,1.31973,80.55
8.96358,0.2651,1.31969,80.58
8.96849,0.2652,1.31966,80.6
8.97339,0.2653,1.31963,80.63
8.97829,0.2654,1.31959,80.65
8.98319,0.2655,1.31956,80.68
8.98808,0.2656,1.31953,80.7
8.99297,0.2657,1.31949,80.73
8.99786,0.2658,1.31946,80.75
