Altitude_km,Mach_0.144,Mach_0.154,Mach_0.164,Mach_0.174,Mach_0.184,Mach_0.194,Mach_0.204,Mach_0.214,Mach_0.224,Mach_0.234,Mach_0.244,Mach_0.254,Mach_0.264,Mach_0.274,Mach_0.284,Mach_0.294,Mach_0.304,Mach_0.314,Mach_0.324,Mach_0.334,Mach_0.344,Mach_0.354,Mach_0.364,Mach_0.374,Mach_0.384,Mach_0.394,Mach_0.404,Mach_0.414,Mach_0.424,Mach_0.434,Mach_0.444,Mach_0.454,Mach_0.464,Mach_0.474,Mach_0.484,Mach_0.494,Mach_0.504,Mach_0.514,Mach_0.524,Mach_0.534,Mach_0.544,Mach_0.554,Mach_0.564,Mach_0.574,Mach_0.584,Mach_0.594,Mach_0.604,Mach_0.614,Mach_0.624,Mach_0.634,Mach_0.644,Mach_0.654,Mach_0.664,Mach_0.674,Mach_0.684,Mach_0.694,Mach_0.704,Mach_0.714,Mach_0.724,Mach_0.734,Mach_0.744,Mach_0.754,Mach_0.764,Mach_0.774,Mach_0.784,Mach_0.794
0.0,,14.468023539645532,15.15875876090749,15.641190276227588,15.921692533134499,16.016854002555554,15.942725472574095,15.720647154551823,15.388777486475519,14.973885203638412,14.499751802420425,13.986597927124633,13.451093537216247,12.906346316394803,12.362579155916515,11.827198282665739,11.303024945839576,10.79281412614261,10.302841141085228,9.834689777389046,9.389220426838374,8.966601811643361,8.565896119901433,8.187304413712694,7.829321507108507,7.491262767958626,7.171424847165228,6.8683427708211795,6.582446830921061,6.312442665088788,6.057608215490992,5.817072020029359,5.589432864842192,5.3747762231175,5.171503840877587,4.9791463868112045,4.796523091760158,4.6233777057502925,4.459065046287196,4.303349637599572,4.155552449210775,4.014966603797606,3.8812848041376915,3.7541845313900537,3.632902436164833,3.517514471567128,3.4064640174380356,3.298478609107746,3.1958816416590685,3.097414383931319,3.003538026944624,2.913846836504886,2.8283644387712337,2.746242857247,2.6674986958282547,2.5921472616678733,2.519766374996198,2.450367702660497,2.3839620123502003,2.3201217707993336,2.258855070430478,2.199731275829691,2.1431948207473193,2.088374727061824,2.0361532824024042,1.985218374957595
0.5,,14.083530181071856,14.84651506316232,15.414735031387481,15.788532032186776,15.97855747043975,15.996161896667473,15.858811377964262,15.601745131673924,15.250438750907616,14.828520098498378,14.356801724358908,13.852684553992413,13.330884285324105,12.802551035558377,12.276398633989707,11.756281063637172,11.24553618696509,10.752105416191986,10.27814071987302,9.824843190652194,9.39252446297553,8.981884719244833,8.592032732923519,8.222947725909544,7.873302404664931,7.541688105267727,7.226903420065089,6.929247928424313,6.648378346716055,6.382212858063037,6.131157995753742,5.893557030221592,5.668390275866073,5.455733486783786,5.253988547601813,5.0628085755927055,4.880748730249028,4.708075545053232,4.544590380861901,4.388817503742205,4.240908560407211,4.100162246339959,3.966274780983947,3.8389269870330813,3.717360385079152,3.599965216934235,3.4863115772841495,3.3779700922985807,3.2745540910998163,3.1752396139976726,3.0809179477659923,2.9903247378189026,2.903482422080724,2.82041167212027,2.741131493290061,2.664791298975462,2.5914042335948353,2.5214173976421486,2.453972589868516,2.3890789484414405,2.3267449526911923,2.266978457982905,2.209349985758924,2.153428314486089,2.1000926666419724
1.0,,13.668217440763295,14.493984826026312,15.140553094110846,15.60277491573487,15.885735612014031,15.995907513596892,15.94655558825826,15.769334258451812,15.487842758052636,15.124904591212626,14.701443455005528,14.235486266992648,13.74264750316503,13.235264031986997,12.723150164182226,12.211448482017888,11.703981519963381,11.210076992057672,10.73253069701579,10.273265479117159,9.8334762789198,9.413657728594513,9.013859096866227,8.633572746724425,8.272928233597565,7.930207258643084,7.603796598329788,7.294984991426301,7.0021655249117565,6.72531854857136,6.463108184239701,6.215161880597443,5.979807244151791,5.757196442432479,5.5458216991345255,5.344956779930471,5.154417216245698,4.9729571211500145,4.8008143157990935,4.6373817328662374,4.481601981391862,4.333628905278895,4.192767081918811,4.058295952460422,3.930317060046014,3.8067508997651744,3.686726432954306,3.572351582427305,3.463251106542503,3.358614130451184,3.2589044692024385,3.163298736739099,3.0718245218544715,2.984076716422076,2.9000767713587168,2.8194127857043845,2.7421013256779503,2.66815767735942,2.596729648568635,2.5282611734958214,2.4623291385617394,2.3989424292689963,2.3381092891099127,2.2794023141008983,2.2228276326214544
1.5,,,14.104681855813604,14.821109870385053,15.365548382547683,15.73790375429209,15.939875815497631,15.980411048553872,15.886943355913138,15.680720720129422,15.383185752990368,15.014791234600448,14.593809590767046,14.136355069279366,13.655912974555514,13.163568690835355,12.664742150130357,12.164828872480879,11.674137845011133,11.195944729047778,10.733215250661816,10.287509893847695,9.860112621414187,9.451460516779909,9.061645790485215,8.690624866914,8.336739883026858,7.999420343181214,7.679199613823385,7.3754507115447305,7.087258037685831,6.814206486231978,6.554938173631717,6.309443144934309,6.076439992498564,5.855297116632784,5.6449357175636825,5.444815333063671,5.254621613139383,5.073831015297802,4.9018754929452175,4.73814761028832,4.582417894093311,4.434019418955945,4.292257232916964,4.1572487391523545,4.027285966053042,3.901067665561176,3.7803979138929975,3.6649110759830457,3.5546571884299674,3.4492566145775547,3.3483223916925016,3.2518882087590915,3.1591293213425584,3.0704985110818845,2.9851617850561465,2.9035676525475496,2.8253048364970144,2.749958454355692,2.677541760737644,2.607635284197694,2.540681303719783,2.476257827850817,2.414373509668948,2.354169770918645
2.0,,,13.682581916328896,14.45959803034552,15.078775901947504,15.535429504356452,15.826864168259963,15.957593015183523,15.950552134090309,15.824053305942309,15.597624658715873,15.290746013014362,14.921548979312313,14.50629349603959,14.059194764658152,13.592231168307245,13.111691189049662,12.624103155590984,12.140541578945625,11.665074066313663,11.201746897926759,10.752882973336488,10.32007297152885,9.904197918857664,9.505984465181497,9.125298490957086,8.761266772927037,8.41337559358645,8.082163297568883,7.767636135370987,7.468420545578415,7.184288305307485,6.9144385196854365,6.658252972571482,6.414577027033197,6.183266375591585,5.9633011946936545,5.753419259858623,5.5538304966525995,5.364070273121407,5.1832199461226605,5.0111176879569905,4.847164130772763,4.691135246916175,4.541958676401393,4.39976982172852,4.262390269694718,4.1293415506016915,4.002143337848753,3.8804444777493297,3.764304885152112,3.6529346734582364,3.5463783169926155,3.4442524888422956,3.3461672050722155,3.252578208675653,3.1626622242342055,3.076015355200911,2.993085038066532,2.9134628435402923,2.8367365883995936,2.7633496444864547,2.6924565743488347,2.6240679456923988,2.558624376073057,2.495273884473225
2.5,,,,14.058447670599524,14.743626427921683,15.277922829758102,15.654650676567496,15.87398415177544,15.954282619759754,15.910542829370213,15.759912354694556,15.520372866320194,15.209290127212089,14.842992954540376,14.435724369965227,14.00035156417267,13.544203227639876,13.074183187132334,12.602376244694224,12.134383312579924,11.673995209767746,11.22501443466844,10.789176500215566,10.368145669876299,9.963347060098364,9.5746717119196,9.201674351796656,8.843923400474171,8.50245847654072,8.176907665410075,7.86722973270962,7.572022904709319,7.291393230355065,7.024534731871842,6.77044895092082,6.529109624078575,6.298796148941497,6.079088618388504,5.86956793421461,5.670615965270481,5.480592906879016,5.299777035075191,5.127617751177341,4.963118254787204,4.806053229333379,4.6565854405531555,4.511687268642953,4.371280878631624,4.237413206561852,4.108920990752002,3.986289624941966,3.8687469667202,3.75634665826509,3.6482961177963715,3.5450569044656683,3.445822796190116,3.3510484857467207,3.2594922329984657,3.1720261767626132,3.0878236938752823,3.0064775216345425,2.928857083685617,2.8536984002446157,2.781441312263001,2.712098470764947,2.6448241435313253
3.0,,,,,14.365542207668524,14.96986243689876,15.42637851244154,15.73137963882697,15.898543767523758,15.939359453146945,15.868239989245788,15.701106125724571,15.454153667964544,15.143158004330544,14.782549761497785,14.385281432488021,13.95958952433519,13.512915069895687,13.058284307856388,12.601924780211434,12.148797982374196,11.702791516583039,11.267092435851287,10.843730804116088,10.434022994324708,10.039093186844378,9.658706771323594,9.29195732902015,8.941045246921567,8.605652828066516,8.28536207768259,7.979740498339605,7.688771745057299,7.411136570435584,7.14636119941052,6.894552682410343,6.6540849208856985,6.42386129849036,6.204778216254395,5.996135477751158,5.797153480209287,5.60698264506368,5.42590599516892,5.252982262633501,5.088025823174393,4.9300139280693145,4.77792468740134,4.630048465510976,4.4885408690248525,4.353086945952337,4.2237719067713595,4.099843601243737,3.980950040011792,3.8671470340720355,3.757649034443293,3.6529169075164436,3.55257133094966,3.4558051589749534,3.3630680353856137,3.273965201165931,3.188520340498513,3.1059073830220334,3.026567558346727,2.950092922626027,2.876497823058114,2.8057955993843375
3.5,,,,,13.948661718529312,14.614408160244048,15.143902476628313,15.530029255942384,15.781928333292617,15.907568754383409,15.9182535333996,15.827561426786678,15.650060479525045,15.400497633787358,15.09295556342153,14.740546051402717,14.351459532361236,13.934461465975785,13.50251729534065,13.06294418633222,12.621442232579346,12.182974496065174,11.750794135395445,11.3277820733174,10.916062606981704,10.516923867563246,10.130653625012163,9.756589495608491,9.397179440349708,9.05283524486819,8.722858959650582,8.407450961630392,8.105822955536567,7.817928857826703,7.543155476715611,7.280681085052708,7.029694455612336,6.789586636507543,6.560311536739586,6.341631308753412,6.132850127678172,5.933582685903035,5.743386917370387,5.56177001380358,5.388193891972254,5.222080124633455,5.061565588016787,4.9057545358868095,4.756928392776044,4.613983208029191,4.477424840850006,4.346524004171093,4.221357751970697,4.100755953366863,3.9856028535197217,3.874707798988255,3.7685309528551705,3.6662795166818145,3.5684064190875837,3.474106753805404,3.383407392264692,3.295912250762108,3.2120641160068524,3.131039833962675,3.0532786428254832,2.9779504633535767
4.0,,,,,,14.21545658001686,14.810075478250178,15.271243427402567,15.604196549857338,15.813231325029443,15.906553425013755,15.895024563414253,15.791226740135258,15.608547736449022,15.36018589252955,15.058967018452856,14.713340247141524,14.332223712785142,13.929107905701738,13.511985569700522,13.08745399875209,12.660703951269756,12.236167883126962,11.817196455680138,11.406495378859635,11.00585297799736,10.615565955960196,10.23610706330789,9.870285892178794,9.51774218629898,9.179415052250112,8.854572682252407,8.543377572092979,8.245364053795726,7.960132407232437,7.687765278709658,7.426506045202132,7.176214090103814,6.936694264433965,6.708178827634369,6.489699767138387,6.280949302658917,6.081170015572532,5.8903121322616325,5.707895863937142,5.53339541949743,5.364527723940542,5.200399816737701,5.043420476583295,4.892924804549494,4.7486272690065325,4.610632920645726,4.478221971938684,4.351065105972546,4.2292323733857895,4.1123762955249745,3.999726522559652,3.891742724900284,3.788054709693411,3.688285087782144,3.5924671309991436,3.4997959584362164,3.4107141713227986,3.325246289322772,3.2425750342563378,3.163138299995163
4.5,,,,,,13.773027030627922,14.423208493246712,14.95138470432226,15.359190045390214,15.647779126692681,15.822145640717423,15.890392814666965,15.862790551911795,15.750952037767815,15.566948690473499,15.322797018198813,15.02685119583766,14.687949494925178,14.319981345154932,13.93134948753455,13.529239015945699,13.119630396571125,12.707303267194112,12.296697547347447,11.89070791669325,11.491887000170818,11.100922635729425,10.718614513932057,10.348112977319786,9.989579038966706,9.644050057084822,9.311515744862707,8.991839917475492,8.684844118129767,8.390381205015949,8.108054708468323,7.837321989115175,7.577143309023156,7.3278692366139095,7.089478804465528,6.861489450083625,6.642944886185482,6.43429853574478,6.234441746928828,6.042950287682955,5.859737503443458,5.682474625398776,5.5098753505138545,5.344535396119737,5.186223279466727,5.034286371552684,4.888848773127831,4.749218243548388,4.615085584832162,4.486534601612808,4.36282737518756,4.244027547154844,4.130194025788237,4.020147642129451,3.914753720072945,3.813229750827094,3.715610775067317,3.6210993921304753,3.530552499476886,3.443165269624167,3.3589595487376407
