Altitude_km,Mach_0.053,Mach_0.058,Mach_0.064,Mach_0.068,Mach_0.073,Mach_0.078,Mach_0.083,Mach_0.088,Mach_0.093,Mach_0.098,Mach_0.103,Mach_0.108,Mach_0.113,Mach_0.118,Mach_0.123,Mach_0.128,Mach_0.133
0.0,,17.935881734363136,19.521574755741597,20.243572074984165,20.77407043591013,20.928342766354152,20.7662405204476,20.356200765414616,19.764954189822113,19.05173126712704,18.225772826497984,17.338178359114046,16.444401870965155,15.565911510558754,14.716643780416206,13.905429703118331,13.136844221029897
0.1,,17.82485727589796,19.435573246655625,20.179386112727542,20.740068267555774,20.92501388604548,20.791649807779713,20.406789028852867,19.83653889012729,19.13982131316159,18.326315302766925,17.44694927432235,16.558748162367134,15.682862996842319,14.834320226862044,14.022700532588276,13.252799828596878
0.2,,17.712557270213395,19.347580174246186,20.112837310188045,20.703457530716815,20.91899118512599,20.81448110140182,20.45516397211411,19.9062935437744,19.22666250183579,18.425754399293307,17.555164899098344,16.67240180775263,15.799886482979712,14.952466366288066,14.140366650444616,13.368979800819814
0.30000000000000004,,17.599044734239396,19.257645234300085,20.04395908493305,20.66418726062012,20.91027114560516,20.83478805280141,20.501262970587767,19.974144567814612,19.311794128137784,18.524018560536774,17.663021882264047,16.786260582674615,15.916915663158724,15.071017209461067,14.258378523518738,13.485791619263873
0.4,,17.484383309473557,19.165820337079285,19.97272931415397,20.622261681544327,20.89883224799018,20.85248175180567,20.545026773207177,20.040020971614478,19.395693640226945,18.621487927345175,17.769886515238483,16.899606195305875,16.033884073298314,15.189525692397298,14.377098047963292,13.60318758989411
0.5,,17.368564171582406,19.072159420096774,19.899243583198565,20.577765383157455,20.884657438618625,20.867527584650016,20.586399568092137,20.103854448011464,19.477736978180108,18.717620254201496,17.875962098460626,17.01237341347693,16.15106798472888,15.308317063636672,14.496054311702412,13.721119519264299
0.6000000000000001,,17.251725186378685,18.976577000214732,19.82348318686543,20.53060399962076,20.867734081147276,20.879923805369014,20.625401785666718,20.16569897742949,19.558204813356422,18.812561634714616,17.98143051045814,17.12509707523888,16.26770998535048,15.427325207504271,14.61559945501501,13.839538737391308
0.7000000000000001,,17.133786315059538,18.879198685289968,19.74548979408096,20.48082983101338,20.84805389658436,20.889631489104634,20.661970281123725,20.225361778914507,19.637012160150658,18.906228643870705,18.08594626678374,17.237091391160007,16.384423926185004,15.54648366771545,14.735270556117639,13.958822312558425
0.8,,17.014886235082997,18.780010886833516,19.66524431193604,20.42846349922011,20.825612892343035,20.896616099921026,20.695982627846664,20.2830011270797,19.71407629170309,18.99853934093877,18.18968161807787,17.34858121083315,16.501127612786796,15.665725698445666,14.855409907936423,14.078485914843842
0.9,,16.89501911207375,18.67914400880935,19.58285559556557,20.37352944436968,20.800373432438334,20.90086434135171,20.727514675300718,20.338321574141293,19.789316855064907,19.089610250919073,18.292545592978804,17.4594865342538,16.617416677688336,15.784984316988542,14.975951928321555,14.19847943193612
1.0,,16.774251830415622,18.57651476314385,19.49824225961465,20.31600718508292,20.772365915674495,20.902312870635924,20.756393381457016,20.39136835236349,19.862655981700883,19.179154448378032,18.394212298318006,17.569727828136912,16.73322467664386,15.904192357928588,15.096446311980383,14.31916549264238
1.1,,16.652580416302744,18.47225653913617,19.411584458500133,20.25592273372341,20.74157447169294,20.900970256194938,20.782683959029754,20.442169266223832,19.934157696573905,19.267095080668465,18.4948400580843,17.679498426794662,16.84910813506392,16.0236295888634,15.217220359877341,14.440071226571488
1.2000000000000002,,16.530002526255174,18.366359832891764,19.322802183140553,20.193253699502495,20.70797604115105,20.896808264070952,20.806329687815214,20.490558609910828,20.003599097006447,19.3535369728534,18.594341139517187,17.788436464061473,16.964356918006267,16.14287129972649,15.33858191905506,14.561549441669285
1.3,,16.40665719936284,18.258888577608847,19.231879401752455,20.12808243999874,20.67160153498224,20.889805262991647,20.827237995755024,20.536477976965887,20.070910465178514,19.43839010277423,18.692629085874888,17.896464255679373,17.079205860310037,16.261849978831943,15.459709800979189,14.683135309868035
1.4000000000000001,,,18.14990800878786,19.139006714776155,20.060446217112997,20.63243138259283,20.879935240883427,20.845410363536804,20.58002900208147,20.136270672780512,19.521566594544737,18.78961882916082,18.003760328196353,17.193573338804903,16.380829629872093,15.580916048056324,14.805171727818125
1.5,,,18.039338403078833,19.044104168206097,19.990271370676375,20.59047535096659,20.867189586245793,20.860803532087118,20.62098434922494,20.199348475026557,19.60298084393524,18.885226801271923,18.110231655083503,17.307667505421833,16.499400874643204,15.702492720399396,14.927592428581347
1.6,,,17.927393043462533,18.947299502523986,19.91765140041227,20.54570990610871,20.85154169471281,20.873378838793226,20.659365335575878,20.260195317135807,19.682549639496692,18.979572453754724,18.215786075879652,17.420823049536327,16.618138051856857,15.824002134272273,15.050330650462481
1.7000000000000002,,,17.813921191806898,18.848512691123176,19.84256930430192,20.498186689885742,20.83299053362519,20.883125527762314,20.695114195902775,20.318844356869853,19.760343595576096,19.072558201517843,18.320094248489838,17.533532848152877,16.736310962578774,15.945376166346945,15.173319185003361
1.8,,,17.69913820726592,18.747875295254318,19.765128608725103,20.447928710328554,20.811521050345938,20.88998266784749,20.728236031077092,20.375006945870332,19.836122012992746,19.163898441238338,18.423548220788103,17.64570021030235,16.854162629398704,16.066890933946016,15.296490426831237
1.9000000000000001,,,17.582968436952015,18.6453795628052,19.685253737886065,20.39487390191708,20.787128257185188,20.89394082644101,20.758613367633036,20.428920702934978,19.90980960771614,19.253700744995665,18.525588622106554,17.756695160389945,16.97161006945002,16.188123462530715,15.419776425304244
