Altitude_km,Mach_0.053,Mach_0.058,Mach_0.064,Mach_0.068,Mach_0.073,Mach_0.078,Mach_0.083,Mach_0.088,Mach_0.093,Mach_0.098,Mach_0.103,Mach_0.108,Mach_0.113,Mach_0.118,Mach_0.123,Mach_0.128,Mach_0.133
0.0,,17.935881734363136,19.521574755741597,20.243572074984165,20.77407043591013,20.928342766354152,20.7662405204476,20.356200765414616,19.764954189822113,19.05173126712704,18.225772826497984,17.338178359114046,16.444401870965155,15.565911510558754,14.716643780416206,13.905429703118331,13.136844221029897
0.125,,17.796846495000736,19.4137365998936,20.162946997826968,20.731177541474054,20.923758904824876,20.797555923651448,20.419053693532174,19.854152038160226,19.161652349570765,18.351296377647074,17.474218460275505,16.587106567354486,15.712284214023102,14.864000150860944,14.051923035563071,13.281839218682482
0.25,,17.655902699007747,19.302843689692654,20.078665959460707,20.684146691739258,20.914969782815163,20.824969847620718,20.478512986388118,19.940392375911888,19.26949232146748,18.47497934704611,17.609248339407262,16.72927180310368,15.858448942227986,15.011743862792303,14.199332478055593,13.427309698176558
0.375,,17.513173466554328,19.18899630747908,19.990740739330153,20.63298942600004,20.90194708718241,20.848302884147053,20.534273849714353,20.023675007327384,19.374901874398464,18.597144084612882,17.74312276477949,16.87107779301227,16.004640395210114,15.160144600298544,14.347548832316082,13.573621552164417
0.5,,17.368564171582406,19.072159420096774,19.899243583198565,20.577765383157455,20.884657438618625,20.867527584650016,20.586399568092137,20.103854448011464,19.477736978180108,18.717620254201496,17.875962098460626,17.01237341347693,16.15106798472888,15.308317063636672,14.496054311702412,13.721119519264299
0.625,,17.222347787351154,18.95236759459342,19.80419248903881,20.518391902729388,20.863074015171836,20.882605071610104,20.634769980869272,20.180792048354547,19.578189872227014,18.83602803282029,18.00760350453882,17.153007973033027,16.296905959878924,15.457277139142368,14.6455576365229,13.869267605941198
0.75,,17.074506441267026,18.829800606011432,19.705669546129474,20.454980134864368,20.837178581179305,20.89346331642638,20.679339610766625,20.254467862271973,19.67576720684857,18.95263562177873,18.13813598753508,17.292831452945666,16.442699714070493,15.606144000727497,14.795533266127691,14.018397711669035
0.875,,16.925097546991257,18.704501347183836,19.60363488937006,20.38753392498868,20.806945333628516,20.90005871341594,20.71986970136814,20.32473808573514,19.770644032846256,19.067063166745744,18.266893452345045,17.4316947512532,16.588295977865638,15.755160576226377,14.945867622203034,14.168400550160618
1.0,,16.774251830415622,18.57651476314385,19.49824225961465,20.31600718508292,20.772365915674495,20.902312870635924,20.756393381457016,20.39136835236349,19.862655981700883,19.179154448378032,18.394212298318006,17.569727828136912,16.73322467664386,15.904192357928588,15.096446311980383,14.31916549264238
1.125,,16.621958602470894,18.445960709604524,19.389590243003028,20.240496739920818,20.73344284338109,20.90020229977687,20.78885901521619,20.454434583926847,19.951645012436483,19.288941632467782,18.519688539732797,17.70676324161954,16.877972716300256,16.053450178810763,15.247532495565771,14.470173165386155
