Altitude_km,Mach_0.073,Mach_0.074,Mach_0.075,Mach_0.076,Mach_0.077,Mach_0.078,Mach_0.079,Mach_0.080,Mach_0.081,Mach_0.082,Mach_0.083,Mach_0.084,Mach_0.085,Mach_0.086,Mach_0.087,Mach_0.088,Mach_0.089,Mach_0.090,Mach_0.091,Mach_0.092,Mach_0.093,Mach_0.094,Mach_0.095,Mach_0.096,Mach_0.097,Mach_0.098,Mach_0.099,Mach_0.100,Mach_0.101,Mach_0.102,Mach_0.103,Mach_0.104,Mach_0.105,Mach_0.106,Mach_0.107,Mach_0.108,Mach_0.109,Mach_0.110,Mach_0.111,Mach_0.112,Mach_0.113,Mach_0.114,Mach_0.115,Mach_0.116,Mach_0.117,Mach_0.118,Mach_0.119,Mach_0.120,Mach_0.121,Mach_0.122,Mach_0.123,Mach_0.124,Mach_0.125,Mach_0.126,Mach_0.127,Mach_0.128,Mach_0.129,Mach_0.130,Mach_0.131,Mach_0.132,Mach_0.133,Mach_0.134,Mach_0.135,Mach_0.136,Mach_0.137,Mach_0.138,Mach_0.139,Mach_0.140,Mach_0.141,Mach_0.142,Mach_0.143,Mach_0.144,Mach_0.145,Mach_0.146,Mach_0.147,Mach_0.148,Mach_0.149,Mach_0.150,Mach_0.151,Mach_0.152,Mach_0.153,Mach_0.154,Mach_0.155,Mach_0.156,Mach_0.157,Mach_0.158,Mach_0.159,Mach_0.160,Mach_0.161,Mach_0.162,Mach_0.163,Mach_0.164,Mach_0.165,Mach_0.166,Mach_0.167,Mach_0.168,Mach_0.169,Mach_0.170,Mach_0.171,Mach_0.172,Mach_0.173,Mach_0.174,Mach_0.175,Mach_0.176,Mach_0.177,Mach_0.178,Mach_0.179,Mach_0.180,Mach_0.181,Mach_0.182,Mach_0.183,Mach_0.184,Mach_0.185,Mach_0.186,Mach_0.187,Mach_0.188,Mach_0.189,Mach_0.190,Mach_0.191,Mach_0.192,Mach_0.193,Mach_0.194,Mach_0.195,Mach_0.196,Mach_0.197,Mach_0.198,Mach_0.199,Mach_0.200,Mach_0.201,Mach_0.202,Mach_0.203,Mach_0.204,Mach_0.205,Mach_0.206,Mach_0.207,Mach_0.208,Mach_0.209,Mach_0.210,Mach_0.211,Mach_0.212,Mach_0.213,Mach_0.214,Mach_0.215,Mach_0.216,Mach_0.217,Mach_0.218,Mach_0.219,Mach_0.220,Mach_0.221,Mach_0.222,Mach_0.223,Mach_0.224,Mach_0.225,Mach_0.226,Mach_0.227,Mach_0.228,Mach_0.229,Mach_0.230,Mach_0.231,Mach_0.232,Mach_0.233,Mach_0.234,Mach_0.235,Mach_0.236,Mach_0.237,Mach_0.238,Mach_0.239,Mach_0.240,Mach_0.241,Mach_0.242,Mach_0.243,Mach_0.244,Mach_0.245,Mach_0.246,Mach_0.247,Mach_0.248,Mach_0.249
7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37033,1.3472,1.32466,1.30267,1.28123,1.26031,1.2399,1.21998,1.20054,1.18156,1.16303,1.14493,1.12724,1.10997,1.09309,1.07659,1.06046,1.04469,1.02927,1.01419,0.99944,0.98501,0.97088,0.95706,0.94354,0.93029,0.91733,0.90463,0.8922,0.88002,0.86809,0.85639,0.84494,0.83371,0.8227,0.81191,0.80134,0.79096,0.78079,0.77081,0.76102,0.75142,0.742,0.73275,0.72368,0.71477,0.70603,0.69744,0.68902,0.68074,0.67261,0.66463,0.65679,0.64908,0.64151,0.63407,0.62677,0.61958,0.61252,0.60558,0.59876,0.59205,0.58545,0.57896,0.57259,0.56631,0.56014,0.55407,0.54809,0.54221,0.53643,0.53074,0.52514,0.51962,0.5142,0.50886,0.5036,0.49842,0.49332,0.4883,0.48335,0.47848,0.47369,0.46896,0.46431,0.45972,0.4552,0.45075,0.44636,0.44204,0.43778,0.43358,0.42944,0.42536,0.42134,0.41737,0.41346,0.40961,0.40581,0.40206,0.39836,0.39472,0.39112,0.38757,0.38407,0.38062,0.37721,0.37385,0.37054,0.36727,0.36404,0.36085,0.35771,0.3546,0.35154,0.34851,0.34553,0.34258,0.33967,0.3368,0.33396,0.33116,0.3284,0.32567,0.32297,0.32031,0.31768,0.31508,0.31251,0.30998,0.30747,0.305,0.30255
7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37228,1.3495,1.32729,1.30562,1.28447,1.26384,1.2437,1.22404,1.20484,1.18608,1.16777,1.14987,1.13238,1.11529,1.09858,1.08225,1.06627,1.05065,1.03537,1.02042,1.00579,0.99147,0.97746,0.96374,0.95031,0.93715,0.92427,0.91165,0.89929,0.88718,0.87531,0.86368,0.85228,0.8411,0.83014,0.8194,0.80886,0.79852,0.78838,0.77843,0.76867,0.75909,0.74969,0.74047,0.73141,0.72252,0.71379,0.70521,0.69679,0.68852,0.6804,0.67242,0.66457,0.65687,0.6493,0.64186,0.63454,0.62735,0.62028,0.61333,0.6065,0.59978,0.59317,0.58667,0.58027,0.57398,0.5678,0.56171,0.55572,0.54982,0.54402,0.5383,0.53268,0.52715,0.5217,0.51634,0.51105,0.50585,0.50073,0.49568,0.49072,0.48582,0.481,0.47625,0.47157,0.46696,0.46241,0.45793,0.45352,0.44917,0.44488,0.44065,0.43649,0.43238,0.42833,0.42433,0.4204,0.41651,0.41268,0.40891,0.40518,0.4015,0.39788,0.3943,0.39077,0.38729,0.38386,0.38047,0.37712,0.37382,0.37057,0.36735,0.36418,0.36104,0.35795,0.3549,0.35188,0.34891,0.34597,0.34307,0.3402,0.33738,0.33458,0.33182,0.3291,0.3264,0.32375,0.32112,0.31852,0.31596,0.31343
7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37533,1.35288,1.33097,1.30959,1.28872,1.26834,1.24845,1.22902,1.21004,1.19149,1.17337,1.15566,1.13835,1.12142,1.10487,1.08868,1.07284,1.05735,1.04219,1.02736,1.01284,0.99862,0.9847,0.97107,0.95773,0.94465,0.93184,0.91929,0.907,0.89494,0.88313,0.87155,0.86019,0.84906,0.83814,0.82742,0.81692,0.80661,0.7965,0.78657,0.77683,0.76727,0.75788,0.74867,0.73962,0.73074,0.72201,0.71344,0.70502,0.69675,0.68863,0.68065,0.6728,0.66509,0.65751,0.65006,0.64273,0.63553,0.62845,0.62149,0.61464,0.6079,0.60128,0.59476,0.58835,0.58204,0.57583,0.56972,0.56371,0.55779,0.55196,0.54623,0.54058,0.53503,0.52955,0.52416,0.51885,0.51363,0.50848,0.50341,0.49841,0.49349,0.48864,0.48386,0.47915,0.47451,0.46993,0.46543,0.46098,0.4566,0.45229,0.44803,0.44383,0.43969,0.43561,0.43159,0.42762,0.42371,0.41985,0.41604,0.41228,0.40857,0.40492,0.40131,0.39775,0.39424,0.39077,0.38735,0.38398,0.38065,0.37736,0.37411,0.37091,0.36774,0.36462,0.36154,0.35849,0.35549,0.35252,0.34959,0.34669,0.34383,0.34101,0.33822,0.33546,0.33274,0.33005,0.3274,0.32477
7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37948,1.35732,1.33569,1.31457,1.29395,1.27381,1.25414,1.23492,1.21614,1.19778,1.17984,1.16229,1.14514,1.12836,1.11195,1.09589,1.08018,1.0648,1.04975,1.03502,1.02059,1.00647,0.99263,0.97908,0.96581,0.9528,0.94005,0.92756,0.91532,0.90331,0.89154,0.88,0.86868,0.85758,0.84669,0.83601,0.82553,0.81524,0.80514,0.79523,0.78551,0.77596,0.76658,0.75737,0.74833,0.73945,0.73072,0.72215,0.71373,0.70545,0.69732,0.68933,0.68147,0.67375,0.66616,0.6587,0.65136,0.64414,0.63704,0.63006,0.62319,0.61644,0.60979,0.60325,0.59682,0.59049,0.58425,0.57812,0.57208,0.56614,0.56029,0.55453,0.54885,0.54327,0.53776,0.53235,0.52701,0.52175,0.51657,0.51147,0.50645,0.50149,0.49661,0.4918,0.48706,0.48239,0.47778,0.47325,0.46877,0.46436,0.46001,0.45572,0.45149,0.44732,0.44321,0.43915,0.43515,0.4312,0.42731,0.42347,0.41968,0.41594,0.41225,0.40861,0.40502,0.40147,0.39797,0.39452,0.39111,0.38775,0.38443,0.38115,0.37791,0.37471,0.37156,0.36844,0.36537,0.36233,0.35933,0.35636,0.35344,0.35055,0.34769,0.34487,0.34208,0.33933,0.33661
8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38471,1.36282,1.34144,1.32056,1.30017,1.28024,1.26077,1.24174,1.22314,1.20495,1.18717,1.16977,1.15276,1.13611,1.11982,1.10388,1.08828,1.07301,1.05805,1.04341,1.02907,1.01502,1.00125,0.98777,0.97456,0.9616,0.94891,0.93647,0.92426,0.9123,0.90057,0.88906,0.87777,0.86669,0.85582,0.84516,0.83469,0.82442,0.81434,0.80444,0.79471,0.78517,0.77579,0.76659,0.75754,0.74865,0.73992,0.73134,0.72291,0.71463,0.70648,0.69848,0.69061,0.68287,0.67526,0.66778,0.66042,0.65318,0.64607,0.63906,0.63217,0.62539,0.61872,0.61216,0.6057,0.59934,0.59308,0.58692,0.58085,0.57488,0.569,0.56321,0.5575,0.55188,0.54635,0.5409,0.53553,0.53024,0.52503,0.5199,0.51484,0.50985,0.50494,0.50009,0.49532,0.49061,0.48598,0.4814,0.47689,0.47245,0.46806,0.46374,0.45947,0.45527,0.45112,0.44703,0.44299,0.43901,0.43508,0.4312,0.42738,0.42361,0.41988,0.41621,0.41258,0.409,0.40547,0.40198,0.39854,0.39514,0.39178,0.38847,0.3852,0.38197,0.37878,0.37563,0.37252,0.36944,0.36641,0.36341,0.36045,0.35753,0.35464,0.35178,0.34896
8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36937,1.34822,1.32756,1.30737,1.28764,1.26835,1.24949,1.23104,1.21301,1.19536,1.1781,1.16121,1.14468,1.1285,1.11266,1.09716,1.08197,1.0671,1.05253,1.03826,1.02428,1.01057,0.99715,0.98398,0.97108,0.95842,0.94602,0.93385,0.92192,0.91021,0.89872,0.88746,0.8764,0.86554,0.85489,0.84443,0.83417,0.82409,0.81419,0.80447,0.79492,0.78554,0.77632,0.76727,0.75838,0.74963,0.74104,0.7326,0.7243,0.71613,0.70811,0.70022,0.69246,0.68483,0.67733,0.66994,0.66268,0.65554,0.64851,0.64159,0.63478,0.62808,0.62149,0.615,0.60861,0.60232,0.59613,0.59003,0.58402,0.57811,0.57228,0.56655,0.56089,0.55533,0.54984,0.54444,0.53911,0.53387,0.5287,0.5236,0.51858,0.51363,0.50875,0.50394,0.49919,0.49452,0.48991,0.48536,0.48088,0.47645,0.47209,0.46779,0.46355,0.45936,0.45523,0.45116,0.44714,0.44318,0.43926,0.4354,0.43159,0.42783,0.42412,0.42045,0.41684,0.41327,0.40974,0.40626,0.40283,0.39943,0.39608,0.39278,0.38951,0.38628,0.3831,0.37995,0.37684,0.37377,0.37074,0.36775,0.36479,0.36186
8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37697,1.35603,1.33556,1.31556,1.29599,1.27687,1.25816,1.23986,1.22195,1.20443,1.18729,1.17051,1.15408,1.138,1.12224,1.10682,1.09171,1.07691,1.0624,1.04819,1.03426,1.02061,1.00722,0.9941,0.98123,0.96861,0.95623,0.94409,0.93218,0.92049,0.90902,0.89776,0.88671,0.87587,0.86522,0.85476,0.84449,0.83441,0.82451,0.81478,0.80522,0.79583,0.7866,0.77754,0.76862,0.75986,0.75125,0.74279,0.73447,0.72628,0.71824,0.71032,0.70254,0.69488,0.68735,0.67994,0.67265,0.66547,0.65841,0.65146,0.64462,0.63789,0.63126,0.62474,0.61831,0.61199,0.60576,0.59963,0.59358,0.58763,0.58177,0.576,0.57031,0.5647,0.55918,0.55374,0.54838,0.54309,0.53788,0.53275,0.52768,0.52269,0.51777,0.51292,0.50814,0.50343,0.49878,0.49419,0.48967,0.4852,0.4808,0.47646,0.47218,0.46795,0.46378,0.45967,0.45561,0.45161,0.44765,0.44375,0.4399,0.4361,0.43235,0.42865,0.42499,0.42138,0.41782,0.4143,0.41083,0.4074,0.40401,0.40066,0.39736,0.39409,0.39087,0.38769,0.38454,0.38143,0.37836,0.37533
8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38563,1.36487,1.34458,1.32473,1.30532,1.28634,1.26776,1.24958,1.2318,1.21439,1.19734,1.18066,1.16431,1.14831,1.13263,1.11728,1.10223,1.08748,1.07303,1.05887,1.04498,1.03137,1.01801,1.00492,0.99208,0.97948,0.96712,0.95499,0.94309,0.93142,0.91995,0.9087,0.89765,0.8868,0.87615,0.86569,0.85541,0.84532,0.83541,0.82566,0.81609,0.80668,0.79744,0.78835,0.77942,0.77064,0.762,0.75351,0.74516,0.73695,0.72887,0.72093,0.71312,0.70543,0.69786,0.69042,0.68309,0.67588,0.66879,0.6618,0.65493,0.64816,0.64149,0.63493,0.62847,0.6221,0.61584,0.60966,0.60358,0.59759,0.59169,0.58587,0.58014,0.5745,0.56893,0.56345,0.55804,0.55272,0.54747,0.54229,0.53718,0.53215,0.52719,0.5223,0.51747,0.51271,0.50802,0.50339,0.49883,0.49432,0.48988,0.4855,0.48117,0.4769,0.47269,0.46854,0.46444,0.46039,0.45639,0.45245,0.44856,0.44472,0.44092,0.43718,0.43348,0.42983,0.42623,0.42267,0.41915,0.41568,0.41225,0.40887,0.40552,0.40222,0.39896,0.39573,0.39255,0.3894
9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37475,1.35461,1.3349,1.31563,1.29676,1.27831,1.26024,1.24255,1.22523,1.20827,1.19167,1.1754,1.15946,1.14385,1.12854,1.11355,1.09885,1.08444,1.07031,1.05645,1.04286,1.02954,1.01646,1.00364,0.99105,0.9787,0.96658,0.95469,0.94301,0.93154,0.92029,0.90923,0.89838,0.88771,0.87724,0.86695,0.85684,0.8469,0.83714,0.82755,0.81812,0.80885,0.79973,0.79077,0.78196,0.7733,0.76477,0.75639,0.74815,0.74004,0.73206,0.72421,0.71649,0.70888,0.7014,0.69404,0.68679,0.67965,0.67263,0.66571,0.6589,0.6522,0.64559,0.63909,0.63268,0.62637,0.62015,0.61403,0.60799,0.60205,0.59619,0.59041,0.58472,0.57911,0.57359,0.56814,0.56276,0.55747,0.55224,0.5471,0.54202,0.53701,0.53207,0.5272,0.5224,0.51766,0.51299,0.50838,0.50383,0.49934,0.49491,0.49054,0.48623,0.48197,0.47777,0.47363,0.46953,0.46549,0.46151,0.45757,0.45369,0.44985,0.44606,0.44232,0.43863,0.43498,0.43138,0.42782,0.42431,0.42083,0.41741,0.41402,0.41067,0.40737,0.4041
9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36566,1.34608,1.32692,1.30816,1.2898,1.27183,1.25423,1.23699,1.2201,1.20355,1.18735,1.17146,1.15589,1.14063,1.12568,1.11101,1.09663,1.08252,1.06869,1.05512,1.0418,1.02874,1.01592,1.00334,0.99099,0.97887,0.96697,0.95528,0.94381,0.93254,0.92147,0.9106,0.89992,0.88942,0.87911,0.86898,0.85902,0.84923,0.83961,0.83014,0.82084,0.8117,0.8027,0.79386,0.78516,0.7766,0.76818,0.7599,0.75175,0.74373,0.73584,0.72808,0.72043,0.71291,0.7055,0.69821,0.69103,0.68396,0.677,0.67014,0.66339,0.65674,0.65019,0.64374,0.63738,0.63111,0.62494,0.61886,0.61287,0.60696,0.60114,0.5954,0.58974,0.58417,0.57867,0.57325,0.5679,0.56263,0.55743,0.55231,0.54725,0.54227,0.53735,0.5325,0.52771,0.52299,0.51833,0.51373,0.50919,0.50472,0.5003,0.49594,0.49164,0.48739,0.4832,0.47906,0.47497,0.47094,0.46696,0.46302,0.45914,0.45531,0.45152,0.44778,0.44409,0.44044,0.43684,0.43328,0.42976,0.42629,0.42286,0.41947
9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37775,1.35828,1.33921,1.32055,1.30227,1.28437,1.26684,1.24966,1.23283,1.21634,1.20017,1.18433,1.1688,1.15357,1.13864,1.12399,1.10963,1.09554,1.08171,1.06815,1.05484,1.04178,1.02895,1.01637,1.00401,0.99188,0.97996,0.96826,0.95677,0.94548,0.93439,0.92349,0.91279,0.90226,0.89192,0.88176,0.87177,0.86195,0.85229,0.84279,0.83345,0.82427,0.81524,0.80635,0.79761,0.78901,0.78055,0.77222,0.76403,0.75597,0.74803,0.74022,0.73253,0.72496,0.7175,0.71016,0.70293,0.69581,0.6888,0.6819,0.6751,0.6684,0.66179,0.65529,0.64888,0.64257,0.63634,0.63021,0.62417,0.61821,0.61233,0.60654,0.60083,0.59521,0.58966,0.58418,0.57879,0.57346,0.56822,0.56304,0.55793,0.55289,0.54792,0.54302,0.53818,0.53341,0.5287,0.52405,0.51947,0.51494,0.51047,0.50606,0.50171,0.49741,0.49317,0.48898,0.48484,0.48076,0.47673,0.47275,0.46882,0.46493,0.4611,0.45731,0.45357,0.44988,0.44623,0.44262,0.43906,0.43554
