Altitude_km,Mach_perm,CL_perm,V_perm_ms
5.29584,0.0748,1.12939,23.89
5.31558,0.0749,1.12938,23.91
5.33528,0.075,1.12936,23.94
5.35494,0.0751,1.12935,23.96
5.37457,0.0752,1.12934,23.99
5.39416,0.0753,1.12932,24.02
5.41372,0.0754,1.1293,24.04
5.43324,0.0755,1.12929,24.07
5.45272,0.0756,1.12927,24.09
5.47217,0.0757,1.12926,24.12
5.49159,0.0758,1.12924,24.14
5.51096,0.0759,1.12922,24.17
5.53031,0.076,1.12921,24.2
5.54961,0.0761,1.12919,24.22
5.56889,0.0762,1.12918,24.25
5.58812,0.0763,1.12916,24.27
5.60733,0.0764,1.12914,24.3
5.62649,0.0765,1.12913,24.32
5.64563,0.0766,1.12912,24.35
5.66473,0.0767,1.1291,24.38
5.68379,0.0768,1.12909,24.4
5.70282,0.0769,1.12907,24.43
5.72182,0.077,1.12906,24.45
5.74078,0.0771,1.12904,24.48
5.75971,0.0772,1.12902,24.51
5.7786,0.0773,1.12901,24.53
5.79746,0.0774,1.12899,24.56
5.81629,0.0775,1.12898,24.58
5.83508,0.0776,1.12896,24.61
5.85384,0.0777,1.12894,24.63
5.87256,0.0778,1.12893,24.66
5.89126,0.0779,1.12891,24.69
5.90992,0.078,1.1289,24.71
5.92854,0.0781,1.12889,24.74
5.94714,0.0782,1.12887,24.76
5.9657,0.0783,1.12886,24.79
5.98422,0.0784,1.12884,24.81
6.00272,0.0785,1.12882,24.84
6.02118,0.0786,1.12881,24.86
6.03961,0.0787,1.12879,24.89
6.05801,0.0788,1.12878,24.92
6.07637,0.0789,1.12876,24.94
6.09471,0.079,1.12874,24.97
6.11301,0.0791,1.12873,24.99
6.13128,0.0792,1.12871,25.02
6.14951,0.0793,1.1287,25.04
6.16772,0.0794,1.12868,25.07
6.18589,0.0795,1.12866,25.1
6.20403,0.0796,1.12866,25.12
6.22214,0.0797,1.12864,25.15
6.24022,0.0798,1.12862,25.17
6.25827,0.0799,1.12861,25.2
6.27629,0.08,1.12859,25.22
6.29427,0.0801,1.12858,25.25
6.31223,0.0802,1.12856,25.27
6.33015,0.0803,1.12854,25.3
6.34804,0.0804,1.12853,25.33
6.36591,0.0805,1.12851,25.35
6.38374,0.0806,1.1285,25.38
6.40154,0.0807,1.12848,25.4
6.41931,0.0808,1.12846,25.43
6.43705,0.0809,1.12845,25.45
6.45476,0.081,1.12843,25.48
6.47243,0.0811,1.12842,25.5
6.49008,0.0812,1.12841,25.53
6.5077,0.0813,1.12839,25.56
6.52529,0.0814,1.12838,25.58
6.54285,0.0815,1.12836,25.61
6.56038,0.0816,1.12834,25.63
6.57788,0.0817,1.12833,25.66
6.59535,0.0818,1.12831,25.68
6.61279,0.0819,1.1283,25.71
6.6302,0.082,1.12828,25.73
6.64758,0.0821,1.12826,25.76
6.66493,0.0822,1.12825,25.78
6.68226,0.0823,1.12823,25.81
6.69955,0.0824,1.12822,25.84
6.71681,0.0825,1.1282,25.86
6.73405,0.0826,1.12819,25.89
6.75126,0.0827,1.12818,25.91
6.76843,0.0828,1.12816,25.94
6.78558,0.0829,1.12814,25.96
6.80271,0.083,1.12813,25.99
6.8198,0.0831,1.12811,26.01
6.83686,0.0832,1.1281,26.04
6.8539,0.0833,1.12808,26.06
6.8709,0.0834,1.12806,26.09
6.88788,0.0835,1.12805,26.11
6.90483,0.0836,1.12803,26.14
6.92176,0.0837,1.12802,26.17
6.93865,0.0838,1.128,26.19
6.95552,0.0839,1.12798,26.22
6.97236,0.084,1.12797,26.24
6.98917,0.0841,1.12796,26.27
