Altitude_km,Mach_min,CL_max,V_min_ms
1.54245,0.0587,1.41486,19.63
1.57004,0.0588,1.41484,19.65
1.59757,0.0589,1.41482,19.68
1.62504,0.059,1.4148,19.71
1.65244,0.0591,1.41478,19.73
1.67977,0.0592,1.41476,19.76
1.70704,0.0593,1.41474,19.79
1.73425,0.0594,1.41472,19.81
1.76139,0.0595,1.4147,19.84
1.78848,0.0596,1.41468,19.87
1.81549,0.0597,1.41466,19.9
1.84245,0.0598,1.41464,19.92
1.86934,0.0599,1.41463,19.95
1.89618,0.06,1.41461,19.98
1.92295,0.0601,1.41459,20.0
1.94965,0.0602,1.41457,20.03
1.9763,0.0603,1.41455,20.06
2.00289,0.0604,1.41453,20.08
2.02941,0.0605,1.41451,20.11
2.05588,0.0606,1.41449,20.14
2.08228,0.0607,1.41447,20.17
2.10863,0.0608,1.41445,20.19
2.13491,0.0609,1.41443,20.22
2.16114,0.061,1.41441,20.25
2.1873,0.0611,1.41439,20.27
2.21341,0.0612,1.41437,20.3
2.23946,0.0613,1.41435,20.33
2.26545,0.0614,1.41434,20.35
2.29138,0.0615,1.41432,20.38
2.31725,0.0616,1.4143,20.41
2.34306,0.0617,1.41428,20.43
2.36882,0.0618,1.41426,20.46
2.39452,0.0619,1.41424,20.49
2.42016,0.062,1.41422,20.51
2.44574,0.0621,1.4142,20.54
2.47127,0.0622,1.41418,20.57
2.49674,0.0623,1.41416,20.6
2.52215,0.0624,1.41414,20.62
2.54751,0.0625,1.41412,20.65
2.57281,0.0626,1.4141,20.68
2.59806,0.0627,1.41408,20.7
2.62325,0.0628,1.41406,20.73
2.64838,0.0629,1.41405,20.76
2.67346,0.063,1.41403,20.78
2.69849,0.0631,1.41401,20.81
2.72346,0.0632,1.41399,20.84
2.74837,0.0633,1.41397,20.86
2.77323,0.0634,1.41395,20.89
2.79804,0.0635,1.41393,20.92
2.82279,0.0636,1.41391,20.94
2.84749,0.0637,1.41389,20.97
2.87214,0.0638,1.41387,21.0
2.89673,0.0639,1.41385,21.02
2.92127,0.064,1.41383,21.05
2.94575,0.0641,1.41381,21.08
2.97018,0.0642,1.41379,21.1
2.99456,0.0643,1.41377,21.13
3.01889,0.0644,1.41376,21.16
3.04317,0.0645,1.41374,21.18
3.06739,0.0646,1.41372,21.21
3.09156,0.0647,1.4137,21.24
3.11568,0.0648,1.41368,21.26
3.13975,0.0649,1.41366,21.29
3.16377,0.065,1.41364,21.32
3.18774,0.0651,1.41362,21.34
3.21165,0.0652,1.4136,21.37
3.23552,0.0653,1.41358,21.4
3.25933,0.0654,1.41356,21.42
3.2831,0.0655,1.41354,21.45
3.30681,0.0656,1.41352,21.47
3.33047,0.0657,1.4135,21.5
3.35409,0.0658,1.41348,21.53
3.37765,0.0659,1.41346,21.55
3.40117,0.066,1.41345,21.58
3.42463,0.0661,1.41343,21.61
3.44805,0.0662,1.41341,21.63
3.47142,0.0663,1.41339,21.66
3.49474,0.0664,1.41337,21.69
3.51801,0.0665,1.41335,21.71
3.54123,0.0666,1.41333,21.74
3.56441,0.0667,1.41331,21.77
3.58753,0.0668,1.41329,21.79
3.61061,0.0669,1.41327,21.82
3.63364,0.067,1.41325,21.85
3.65663,0.0671,1.41323,21.87
3.67956,0.0672,1.41321,21.9
3.70245,0.0673,1.41319,21.92
3.72529,0.0674,1.41317,21.95
3.74809,0.0675,1.41316,21.98
3.77084,0.0676,1.41314,22.0
3.79354,0.0677,1.41312,22.03
3.81619,0.0678,1.4131,22.06
3.8388,0.0679,1.41308,22.08
3.86136,0.068,1.41306,22.11
3.88388,0.0681,1.41304,22.14
3.90635,0.0682,1.41302,22.16
3.92878,0.0683,1.413,22.19
3.95116,0.0684,1.41298,22.22
3.9735,0.0685,1.41296,22.24
3.99579,0.0686,1.41294,22.27
4.01803,0.0687,1.41292,22.29
4.04023,0.0688,1.4129,22.32
4.06239,0.0689,1.41288,22.35
4.0845,0.069,1.41287,22.37
4.10657,0.0691,1.41285,22.4
4.12859,0.0692,1.41283,22.43
4.15057,0.0693,1.41281,22.45
4.17251,0.0694,1.41279,22.48
4.1944,0.0695,1.41277,22.5
4.21625,0.0696,1.41275,22.53
4.23805,0.0697,1.41273,22.56
4.25981,0.0698,1.41271,22.58
4.28153,0.0699,1.41269,22.61
4.30321,0.07,1.41267,22.64
4.32484,0.0701,1.41265,22.66
4.34643,0.0702,1.41263,22.69
4.36798,0.0703,1.41261,22.71
4.38948,0.0704,1.41259,22.74
4.41095,0.0705,1.41258,22.77
4.43237,0.0706,1.41256,22.79
4.45375,0.0707,1.41254,22.82
4.47508,0.0708,1.41252,22.84
4.49638,0.0709,1.4125,22.87
4.51763,0.071,1.41248,22.9
4.53885,0.0711,1.41246,22.92
4.56002,0.0712,1.41244,22.95
4.58115,0.0713,1.41242,22.98
4.60224,0.0714,1.4124,23.0
4.62329,0.0715,1.41238,23.03
4.64429,0.0716,1.41236,23.05
4.66526,0.0717,1.41234,23.08
4.68619,0.0718,1.41232,23.11
4.70707,0.0719,1.4123,23.13
4.72792,0.072,1.41229,23.16
4.74873,0.0721,1.41227,23.18
4.76949,0.0722,1.41225,23.21
4.79022,0.0723,1.41223,23.24
4.81091,0.0724,1.41221,23.26
4.83155,0.0725,1.41219,23.29
4.85216,0.0726,1.41217,23.31
4.87273,0.0727,1.41215,23.34
4.89326,0.0728,1.41213,23.37
4.91375,0.0729,1.41211,23.39
4.9342,0.073,1.41209,23.42
4.95462,0.0731,1.41207,23.44
4.97499,0.0732,1.41205,23.47
4.99533,0.0733,1.41203,23.5
5.01563,0.0734,1.41201,23.52
5.03589,0.0735,1.412,23.55
5.05611,0.0736,1.41198,23.57
5.07629,0.0737,1.41196,23.6
5.09644,0.0738,1.41194,23.63
5.11655,0.0739,1.41192,23.65
5.13662,0.074,1.4119,23.68
5.15665,0.0741,1.41188,23.7
5.17664,0.0742,1.41186,23.73
5.1966,0.0743,1.41184,23.76
5.21652,0.0744,1.41182,23.78
5.23641,0.0745,1.4118,23.81
5.25625,0.0746,1.41178,23.83
5.27607,0.0747,1.41176,23.86
5.29584,0.0748,1.41174,23.89
5.31558,0.0749,1.41172,23.91
5.33528,0.075,1.4117,23.94
5.35494,0.0751,1.41169,23.96
5.37457,0.0752,1.41167,23.99
5.39416,0.0753,1.41165,24.02
5.41372,0.0754,1.41163,24.04
5.43324,0.0755,1.41161,24.07
5.45272,0.0756,1.41159,24.09
5.47217,0.0757,1.41157,24.12
5.49159,0.0758,1.41155,24.14
5.51096,0.0759,1.41153,24.17
5.53031,0.076,1.41151,24.2
5.54961,0.0761,1.41149,24.22
5.56889,0.0762,1.41147,24.25
5.58812,0.0763,1.41145,24.27
5.60733,0.0764,1.41143,24.3
5.62649,0.0765,1.41141,24.32
5.64563,0.0766,1.4114,24.35
5.66473,0.0767,1.41138,24.38
5.68379,0.0768,1.41136,24.4
5.70282,0.0769,1.41134,24.43
5.72182,0.077,1.41132,24.45
5.74078,0.0771,1.4113,24.48
5.75971,0.0772,1.41128,24.51
5.7786,0.0773,1.41126,24.53
5.79746,0.0774,1.41124,24.56
5.81629,0.0775,1.41122,24.58
5.83508,0.0776,1.4112,24.61
5.85384,0.0777,1.41118,24.63
5.87256,0.0778,1.41116,24.66
5.89126,0.0779,1.41114,24.69
5.90992,0.078,1.41112,24.71
5.92854,0.0781,1.41111,24.74
5.94714,0.0782,1.41109,24.76
5.9657,0.0783,1.41107,24.79
5.98422,0.0784,1.41105,24.81
6.00272,0.0785,1.41103,24.84
6.02118,0.0786,1.41101,24.86
6.03961,0.0787,1.41099,24.89
6.05801,0.0788,1.41097,24.92
6.07637,0.0789,1.41095,24.94
6.09471,0.079,1.41093,24.97
6.11301,0.0791,1.41091,24.99
6.13128,0.0792,1.41089,25.02
6.14951,0.0793,1.41087,25.04
6.16772,0.0794,1.41085,25.07
6.18589,0.0795,1.41083,25.1
6.20403,0.0796,1.41082,25.12
6.22214,0.0797,1.4108,25.15
6.24022,0.0798,1.41078,25.17
6.25827,0.0799,1.41076,25.2
6.27629,0.08,1.41074,25.22
6.29427,0.0801,1.41072,25.25
6.31223,0.0802,1.4107,25.27
6.33015,0.0803,1.41068,25.3
6.34804,0.0804,1.41066,25.33
6.36591,0.0805,1.41064,25.35
6.38374,0.0806,1.41062,25.38
6.40154,0.0807,1.4106,25.4
6.41931,0.0808,1.41058,25.43
6.43705,0.0809,1.41056,25.45
6.45476,0.081,1.41054,25.48
6.47243,0.0811,1.41053,25.5
6.49008,0.0812,1.41051,25.53
6.5077,0.0813,1.41049,25.56
6.52529,0.0814,1.41047,25.58
6.54285,0.0815,1.41045,25.61
6.56038,0.0816,1.41043,25.63
6.57788,0.0817,1.41041,25.66
6.59535,0.0818,1.41039,25.68
6.61279,0.0819,1.41037,25.71
6.6302,0.082,1.41035,25.73
6.64758,0.0821,1.41033,25.76
6.66493,0.0822,1.41031,25.78
6.68226,0.0823,1.41029,25.81
6.69955,0.0824,1.41027,25.84
6.71681,0.0825,1.41025,25.86
6.73405,0.0826,1.41024,25.89
6.75126,0.0827,1.41022,25.91
6.76843,0.0828,1.4102,25.94
6.78558,0.0829,1.41018,25.96
6.80271,0.083,1.41016,25.99
6.8198,0.0831,1.41014,26.01
6.83686,0.0832,1.41012,26.04
6.8539,0.0833,1.4101,26.06
6.8709,0.0834,1.41008,26.09
6.88788,0.0835,1.41006,26.11
6.90483,0.0836,1.41004,26.14
6.92176,0.0837,1.41002,26.17
6.93865,0.0838,1.41,26.19
6.95552,0.0839,1.40998,26.22
6.97236,0.084,1.40996,26.24
6.98917,0.0841,1.40995,26.27
