Altitude_km,Mach_min,CL_max,V_min_ms
0.0,0.0535,1.41587,18.19
0.01124,0.0535,1.41586,18.2
0.04261,0.0536,1.41584,18.23
0.0739,0.0537,1.41582,18.26
0.1051,0.0538,1.41581,18.29
0.13622,0.0539,1.41579,18.31
0.16727,0.054,1.41577,18.34
0.19823,0.0541,1.41575,18.37
0.22912,0.0542,1.41573,18.4
0.25993,0.0543,1.41571,18.42
0.29066,0.0544,1.41569,18.45
0.32131,0.0545,1.41567,18.48
0.35188,0.0546,1.41565,18.51
0.38238,0.0547,1.41563,18.53
0.4128,0.0548,1.41561,18.56
0.44314,0.0549,1.41559,18.59
0.47341,0.055,1.41557,18.62
0.5036,0.0551,1.41555,18.64
0.53371,0.0552,1.41553,18.67
0.56375,0.0553,1.41551,18.7
0.59371,0.0554,1.4155,18.73
0.6236,0.0555,1.41548,18.75
0.65342,0.0556,1.41546,18.78
0.68316,0.0557,1.41544,18.81
0.71283,0.0558,1.41542,18.84
0.74242,0.0559,1.4154,18.86
0.77194,0.056,1.41538,18.89
0.80139,0.0561,1.41536,18.92
0.83076,0.0562,1.41534,18.94
0.86007,0.0563,1.41532,18.97
0.8893,0.0564,1.4153,19.0
0.91846,0.0565,1.41528,19.03
0.94755,0.0566,1.41526,19.05
0.97656,0.0567,1.41524,19.08
1.00551,0.0568,1.41522,19.11
1.03439,0.0569,1.41521,19.14
1.06319,0.057,1.41519,19.16
1.09193,0.0571,1.41517,19.19
1.1206,0.0572,1.41515,19.22
1.1492,0.0573,1.41513,19.24
1.17772,0.0574,1.41511,19.27
1.20618,0.0575,1.41509,19.3
1.23458,0.0576,1.41507,19.33
1.2629,0.0577,1.41505,19.35
1.29116,0.0578,1.41503,19.38
1.31934,0.0579,1.41501,19.41
1.34746,0.058,1.41499,19.44
1.37552,0.0581,1.41497,19.46
1.40351,0.0582,1.41495,19.49
1.43143,0.0583,1.41493,19.52
1.45928,0.0584,1.41492,19.54
1.48707,0.0585,1.4149,19.57
1.51479,0.0586,1.41488,19.6
